"scientificName","nativeStatus","plantOrigin"
"Aulacomnium acuminatum","NA(N)","native"
"Aulacomnium androgynum","NA(N)","native"
"Aulacomnium heterostichum","NA(N)","native"
"Aulacomnium palustre","NA(N)","native"
"Aulacomnium turgidum","NA(N)","native"
"Aulaxina","NA(N)","native"
"Aulaxina microphana","NA(N)","native"
"Aulaxina quadrangula","NA(N)","native"
"Aureolaria","L48(N)CAN(N)","native"
"Aureolaria flava","L48(N)CAN(N)","native"
"Aureolaria flava var. flava","L48(N)CAN(N)","native"
"Aureolaria flava var. macrantha","L48(N)CAN(N)","native"
"Aureolaria grandiflora","L48(N)","native"
"Aureolaria grandiflora var. cinerea","L48(N)","native"
"Aureolaria grandiflora var. grandiflora","L48(N)","native"
"Aureolaria grandiflora var. pulchra","L48(N)","native"
"Aureolaria grandiflora var. serrata","L48(N)","native"
"Aureolaria laevigata","L48(N)","native"
"Aureolaria patula","L48(N)","native"
"Aureolaria pectinata","L48(N)","native"
"Aureolaria pedicularia","L48(N)CAN(N)","native"
"Aureolaria pedicularia var. ambigens","L48(N)","native"
"Aureolaria pedicularia var. austromontana","L48(N)","native"
"Aureolaria pedicularia var. intercedens","L48(N)CAN(N)","native"
"Aureolaria pedicularia var. pedicularia","L48(N)CAN(N)","native"
"Aureolaria virginica","L48(N)CAN(N)","native"
"Aurinia","L48(I)CAN(I)","alien"
"Aurinia petraea","L48(I)","alien"
"Aurinia saxatilis","L48(I)CAN(I)","alien"
"Aurinia saxatilis ssp. orientalis",NA,NA
"Austrocedrus",NA,NA
"Austrocedrus chilensis",NA,NA
"Austrostipa",NA,NA
"Austrostipa scabra",NA,NA
"Austrostipa scabra ssp. falcata",NA,NA
"Avellinia",NA,NA
"Avellinia michelii",NA,NA
"Avena","L48(I,W)CAN(I,W)GL(W)SPM(W)",NA
"Avena abyssinica",NA,NA
"Avena barbata","L48(I)HI(I)","alien"
"Avena brevis",NA,NA
"Avena fatua","L48(I)AK(I)HI(I)CAN(I)","alien"
"Avena hybrida","L48(W)CAN(W)","alien"
"Avena maroccana",NA,NA
"Avena nuda",NA,NA
"Avena occidentalis","L48(I)","alien"
"Avena sativa","L48(I)AK(I)HI(I)PR(I)CAN(W)GL(W)SPM(W)","alien"
"Avena sterilis","L48(I)CAN(W)","alien"
"Avena sterilis ssp. ludoviciana",NA,NA
"Avena strigosa","L48(I)","alien"
"Avenula","L48(I,N)CAN(I,N)","native"
"Avenula hookeri","L48(N)CAN(N)","native"
"Avenula pubescens","L48(I)CAN(I)","alien"
"Averrhoa",NA,NA
"Averrhoa bilimbi","L48(I)","alien"
"Averrhoa carambola","L48(I)PR(I)","alien"
"Avicennia","L48(I,N)","native"
"Avicennia africana",NA,NA
"Avicennia germinans","L48(N)PR(N)VI(N)","native"
"Avicennia marina","L48(I)","alien"
"Avicennia marina var. marina","L48(N)","native"
"Avicennia marina var. resinifera","L48(I)","alien"
"Axonopus","L48(N)","native"
"Axonopus aureus","PR(N)",NA
"Axonopus compressus","L48(N)PR(N)VI(N)","native"
"Axonopus fissifolius","L48(N)HI(I)PR(N)","native"
"Axonopus furcatus","L48(N)","native"
"Axonopus micay",NA,NA
"Axonopus purpusii",NA,NA
"Axonopus scoparius",NA,NA
"Axonopus siccus",NA,NA
"Axonopus suffultus",NA,NA
"Axyris","L48(I)CAN(I)","alien"
"Axyris amaranthoides","L48(I)CAN(I)","alien"
"Ayenia","L48(I,N)","native"
"Ayenia ardua","L48(N)PR(N)VI(N)","native"
"Ayenia compacta","L48(N)","native"
"Ayenia euphrasiifolia","L48(N)","native"
"Ayenia filiformis","L48(N)","native"
"Ayenia glabra","L48(N)","native"
"Ayenia insulicola","L48(I)PR(N)VI(N)","alien"
"Ayenia limitaris","L48(N)","native"
"Ayenia microphylla","L48(N)","native"
"Ayenia pilosa","L48(N)","native"
"Azadirachta",NA,NA
"Azadirachta indica","PR(I)",NA
"Azolla","L48(I,N)CAN(I,N)","native"
"Azolla caroliniana","L48(N)PR(N)CAN(I)","native"
"Azolla filiculoides","L48(N)AK(N)HI(I)CAN(I)","native"
"Azolla microphylla","L48(N)CAN(N)","native"
"Azolla pinnata","L48(I)","alien"
"Azolla pinnata ssp. asiatica","L48(I)","alien"
"Azolla pinnata ssp. pinnata",NA,NA
"Baccaurea",NA,NA
"Baccaurea motleyana",NA,NA
"Baccaurea racemosa",NA,NA
"Baccaurea ramiflora",NA,NA
"Baccharis","L48(N)","native"
"Baccharis angustifolia","L48(N)","native"
"Baccharis bigelovii","L48(N)","native"
"Baccharis brachyphylla","L48(N)","native"
"Baccharis concava",NA,NA
"Baccharis dioica","L48(N)PR(N)VI(N)","native"
"Baccharis douglasii","L48(N)","native"
"Baccharis emoryi","L48(N)","native"
"Baccharis glomeruliflora","L48(N)","native"
"Baccharis halimifolia","L48(N)","native"
"Baccharis havardii","L48(N)","native"
"Baccharis malibuensis","L48(N)","native"
"Baccharis myrsinites","PR(N)",NA
"Baccharis neglecta","L48(N)","native"
"Baccharis pilularis","L48(N)","native"
"Baccharis plummerae","L48(N)","native"
"Baccharis plummerae ssp. glabrata","L48(N)","native"
"Baccharis plummerae ssp. plummerae","L48(N)","native"
"Baccharis pteronioides","L48(N)","native"
"Baccharis salicifolia","L48(N)","native"
"Baccharis salicina","L48(N)","native"
"Baccharis sarothroides","L48(N)","native"
"Baccharis sergiloides","L48(N)","native"
"Baccharis texana","L48(N)","native"
"Baccharis thesioides","L48(N)","native"
"Baccharis vanessae","L48(N)","native"
"Baccharis wrightii","L48(N)","native"
"Bachmanniomyces","NA(N)","native"
"Bachmanniomyces uncialicola","NA(N)","native"
"Bacidia","NA(N)","native"
"Bacidia absistens","NA(N)","native"
"Bacidia aggregatula","NA(N)","native"
"Bacidia arceutina","NA(N)","native"
"Bacidia artyta","NA(N)","native"
"Bacidia auerswaldii","NA(N)","native"
"Bacidia augustinii","NA(N)","native"
"Bacidia bagliettoana","NA(N)","native"
"Bacidia beckhausii","NA(N)","native"
"Bacidia biatorina","NA(N)","native"
"Bacidia brouardii","NA(N)","native"
"Bacidia campalea","NA(N)","native"
"Bacidia circumspecta","NA(N)","native"
"Bacidia diffracta","NA(N)","native"
"Bacidia friesiana","NA(N)","native"
"Bacidia granosa","NA(N)","native"
"Bacidia helicospora","NA(N)","native"
"Bacidia herbarum","NA(N)","native"
"Bacidia heterochroa","NA(N)","native"
"Bacidia hostheleoides","NA(N)","native"
"Bacidia igniarii","NA(N)","native"
"Bacidia illudens","NA(N)","native"
"Bacidia insularis","NA(N)","native"
"Bacidia ioessa","NA(N)","native"
"Bacidia jacobi","NA(N)","native"
"Bacidia kingmanii","NA(N)","native"
"Bacidia laurocerasi","NA(N)","native"
"Bacidia laurocerasi ssp. idahoensis","NA(N)","native"
"Bacidia laurocerasi ssp. laurocerasi","NA(N)","native"
"Bacidia lobarica","NA(N)","native"
"Bacidia medialis","NA(N)","native"
"Bacidia microcarpa","NA(N)","native"
"Bacidia mutabilis","NA(N)","native"
"Bacidia nivalis","NA(N)","native"
"Bacidia pallens","NA(N)","native"
"Bacidia pammellii","NA(N)","native"
"Bacidia polychroa","NA(N)","native"
"Bacidia ravenelii","NA(N)","native"
"Bacidia reagens","NA(N)","native"
"Bacidia rosella","NA(N)","native"
"Bacidia rubella","NA(N)","native"
"Bacidia rubidofusca","NA(N)","native"
"Bacidia russeola","NA(N)","native"
"Bacidia sabuletorum","NA(N)","native"
"Bacidia salmonea","NA(N)","native"
"Bacidia saxicola","NA(N)","native"
"Bacidia schweinitzii","NA(N)","native"
"Bacidia scopulicola","NA(N)","native"
"Bacidia siberiensis","NA(N)","native"
"Bacidia subgranulosa","NA(N)","native"
"Bacidia subincompta","NA(N)","native"
"Bacidia suffusa","NA(N)","native"
"Bacidia trachona","NA(N)","native"
"Bacidia vermifera","NA(N)","native"
"Bacidina","NA(N)","native"
"Bacidina aenea","NA(N)","native"
"Bacidina apiahica","NA(N)","native"
"Bacidina arnoldiana","NA(N)","native"
"Bacidina assulata","NA(N)","native"
"Bacidina californica","NA(N)","native"
"Bacidina chloroticula","NA(N)","native"
"Bacidina crystallifera","NA(N)","native"
"Bacidina egenula","NA(N)","native"
"Bacidina egenuloidea","NA(N)","native"
"Bacidina inundata","NA(N)","native"
"Bacidina phacodes","NA(N)","native"
"Bacidina ramea","NA(N)","native"
"Bacidina squamellosa","NA(N)","native"
"Bacidina varia","NA(N)","native"
"Bacopa","L48(I,N)CAN(N)","native"
"Bacopa caroliniana","L48(N)","native"
"Bacopa egensis","L48(I)","alien"
"Bacopa eisenii","L48(N)","native"
"Bacopa innominata","L48(N)PR(N)","native"
"Bacopa monnieri","L48(N)HI(N)PR(N)VI(N)","native"
"Bacopa procumbens",NA,NA
"Bacopa repens","L48(N)PR(N)","native"
"Bacopa rotundifolia","L48(N)CAN(N)","native"
"Bacopa stricta","PR(N)",NA
"Bactris",NA,NA
"Bactris gasipaes",NA,NA
"Bactris guineensis",NA,NA
"Bactrospora","NA(N)","native"
"Bactrospora brevispora","NA(N)","native"
"Bactrospora brodoi","NA(N)","native"
"Bactrospora clementis","NA(N)","native"
"Bactrospora denticulata","NA(N)","native"
"Bactrospora dryina","NA(N)","native"
"Bactrospora macrospora","NA(N)","native"
"Bactrospora mesospora","NA(N)","native"
"Bactrospora myriadea","NA(N)","native"
"Bactrospora patellarioides","NA(N)","native"
"Bactrospora spiralis","NA(N)","native"
"Badusa",NA,NA
"Badusa palauensis","L48(N)","native"
"Baeckea",NA,NA
"Baeckea frutescens",NA,NA
"Baeckea virgata",NA,NA
"Baeomyces","NA(N)","native"
"Baeomyces carneus","NA(N)","native"
"Baeomyces placophyllus","NA(N)","native"
"Baeomyces rufus","NA(N)","native"
"Bahia","L48(I,N)","native"
"Bahia absinthifolia","L48(N)","native"
"Bahia absinthifolia var. absinthifolia","L48(N)","native"
"Bahia absinthifolia var. dealbata","L48(N)","native"
"Bahia bigelovii","L48(N)","native"
"Bahia biternata","L48(N)","native"
"Bahia dissecta","L48(N)","native"
"Bahia pedata","L48(N)","native"
"Bahia schaffneri","L48(I)","alien"
"Baileya","L48(N)","native"
"Baileya multiradiata","L48(N)","native"
"Baileya pauciradiata","L48(N)","native"
"Baileya pleniradiata","L48(N)","native"
"Baillonella",NA,NA
"Baillonella toxisperma",NA,NA
"Balanites",NA,NA
"Balanites aegyptiacus",NA,NA
"Balanites maughamii",NA,NA
"Balanophora",NA,NA
"Balanophora fungosa",NA,NA
"Balanophora indica",NA,NA
"Baldellia","L48(I)CAN(I)","alien"
"Baldellia ranunculoides","L48(I)CAN(I)","alien"
"Balduina","L48(N)","native"
"Balduina angustifolia","L48(N)","native"
"Balduina atropurpurea","L48(N)","native"
"Balduina uniflora","L48(N)","native"
"Ballota","L48(I)CAN(I)","alien"
"Ballota nigra","L48(I)CAN(I)","alien"
"Ballota nigra var. alba","L48(I)","alien"
"Ballota nigra var. foetida","L48(I)","alien"
"Ballota nigra var. nigra","L48(I)CAN(I)","alien"
"Balsamorhiza","L48(N)CAN(N)","native"
"Balsamorhiza X bonseri","L48(N)","native"
"Balsamorhiza X terebinthacea","L48(N)","native"
"Balsamorhiza X tomentosa","L48(N)","native"
"Balsamorhiza careyana","L48(N)","native"
"Balsamorhiza careyana var. careyana","L48(N)","native"
"Balsamorhiza careyana var. intermedia","L48(N)","native"
"Balsamorhiza deltoidea","L48(N)CAN(N)","native"
"Balsamorhiza hookeri","L48(N)","native"
"Balsamorhiza hookeri var. hirsuta","L48(N)","native"
"Balsamorhiza hookeri var. hispidula","L48(N)","native"
"Balsamorhiza hookeri var. hookeri","L48(N)","native"
"Balsamorhiza hookeri var. idahoensis","L48(N)","native"
"Balsamorhiza hookeri var. lagocephala","L48(N)","native"
"Balsamorhiza hookeri var. neglecta","L48(N)","native"
"Balsamorhiza incana","L48(N)","native"
"Balsamorhiza lanata","L48(N)","native"
"Balsamorhiza macrolepis","L48(N)","native"
"Balsamorhiza macrolepis var. macrolepis","L48(N)","native"
"Balsamorhiza macrolepis var. platylepis","L48(N)","native"
"Balsamorhiza macrophylla","L48(N)","native"
"Balsamorhiza rosea","L48(N)","native"
"Balsamorhiza sagittata","L48(N)CAN(N)","native"
"Balsamorhiza sericea","L48(N)","native"
"Balsamorhiza serrata","L48(N)","native"
"Baltimora",NA,NA
"Baltimora recta","HI(I)",NA
"Bambusa","L48(I)","alien"
"Bambusa arundinacea",NA,NA
"Bambusa bambos",NA,NA
"Bambusa beecheyana",NA,NA
"Bambusa blumeana","L48(I)","alien"
"Bambusa longifolia",NA,NA
"Bambusa longispiculata",NA,NA
"Bambusa multiplex","L48(I)PR(I)","alien"
"Bambusa oldhamii",NA,NA
"Bambusa polymorpha",NA,NA
"Bambusa textilis",NA,NA
"Bambusa tulda",NA,NA
"Bambusa tuldoides",NA,NA
"Bambusa vulgaris","L48(I)HI(I)PR(I)VI(I)","alien"
"Banara",NA,NA
"Banara portoricensis","PR(N)",NA
"Banara vanderbiltii","PR(N)",NA
"Banisteriopsis",NA,NA
"Banisteriopsis caapi",NA,NA
"Banisteriopsis lucida","PR(I)",NA
"Banksia",NA,NA
"Banksia ashbyi",NA,NA
"Banksia ericifolia",NA,NA
"Banksia integrifolia",NA,NA
"Banksia marginata",NA,NA
"Banksia spinulosa",NA,NA
"Baphia",NA,NA
"Baphia nitida",NA,NA
"Baptisia","L48(N)CAN(I,N)","native"
"Baptisia X bicolor","L48(N)","native"
"Baptisia X bushii","L48(N)","native"
"Baptisia X fulva","L48(N)","native"
"Baptisia X microphylla","L48(N)","native"
"Baptisia X serenae","L48(N)","native"
"Baptisia X sulphurea","L48(N)","native"
"Baptisia X variicolor","L48(N)","native"
"Baptisia alba","L48(N)","native"
"Baptisia alba var. alba","L48(N)","native"
"Baptisia alba var. macrophylla","L48(N)","native"
"Baptisia albescens","L48(N)","native"
"Baptisia arachnifera","L48(N)","native"
"Baptisia australis","L48(N)CAN(I)","native"
"Baptisia australis var. aberrans","L48(N)","native"
"Baptisia australis var. australis","L48(N)","native"
"Baptisia australis var. minor","L48(N)CAN(I)","native"
"Baptisia bracteata","L48(N)","native"
"Baptisia bracteata var. bracteata","L48(N)","native"
"Baptisia bracteata var. laevicaulis","L48(N)","native"
"Baptisia bracteata var. leucophaea","L48(N)","native"
"Baptisia calycosa","L48(N)","native"
"Baptisia calycosa var. calycosa","L48(N)","native"
"Baptisia calycosa var. villosa","L48(N)","native"
"Baptisia cinerea","L48(N)","native"
"Baptisia lanceolata","L48(N)","native"
"Baptisia lanceolata var. lanceolata","L48(N)","native"
"Baptisia lanceolata var. tomentosa","L48(N)","native"
"Baptisia lecontei","L48(N)","native"
"Baptisia megacarpa","L48(N)","native"
"Baptisia nuttalliana","L48(N)","native"
"Baptisia perfoliata","L48(N)","native"
"Baptisia simplicifolia","L48(N)","native"
"Baptisia sphaerocarpa","L48(N)","native"
"Baptisia tinctoria","L48(N)CAN(N)","native"
"Barbarea","L48(I,N)CAN(I,N)GL(I)SPM(I)","native"
"Barbarea orthoceras","L48(N)AK(N)CAN(N)","native"
"Barbarea verna","L48(I)CAN(I)SPM(I)","alien"
"Barbarea vulgaris","L48(I)CAN(I)GL(I)SPM(I)","alien"
"Barbella","NA(N)","native"
"Barbella pendula","NA(N)","native"
"Barbieria",NA,NA
"Barbieria pinnata","PR(N)",NA
"Barbilophozia","NA(N)","native"
"Barbilophozia atlantica","NA(N)","native"
"Barbilophozia attenuata","NA(N)","native"
"Barbilophozia barbata","NA(N)","native"
"Barbilophozia binsteadii","NA(N)","native"
"Barbilophozia cavifolia","NA(N)","native"
"Barbilophozia floerkei","NA(N)","native"
"Barbilophozia hatcheri","NA(N)","native"
"Barbilophozia hyperborea","NA(N)","native"
"Barbilophozia kunzeana","NA(N)","native"
"Barbilophozia lycopodioides","NA(N)","native"
"Barbilophozia quadriloba","NA(N)","native"
"Barbilophozia quadriloba var. collenchymatica","NA(N)","native"
"Barbilophozia quadriloba var. glareosa","NA(N)","native"
"Barbilophozia quadriloba var. quadriloba","NA(N)","native"
"Barbilophozia rubescens","NA(N)","native"
"Barbula","NA(N)","native"
"Barbula agraria","NA(N)","native"
"Barbula amplexifolia","NA(N)","native"
"Barbula convoluta","NA(N)","native"
"Barbula convoluta var. convoluta","NA(N)","native"
"Barbula convoluta var. gallinula","NA(N)","native"
"Barbula coreensis","NA(N)","native"
"Barbula ehrenbergii","NA(N)","native"
"Barbula eustegia","NA(N)","native"
"Barbula indica","NA(N)","native"
"Barbula indica var. gregaria","NA(N)","native"
"Barbula indica var. indica","NA(N)","native"
"Barbula unguiculata","NA(N)","native"
"Barkleyanthus","L48(N)","native"
"Barkleyanthus salicifolius","L48(N)","native"
"Barleria","L48(I)","alien"
"Barleria cristata","L48(I)HI(I)PR(I)","alien"
"Barleria lupulina","L48(I)HI(I)PR(I)VI(I)","alien"
"Barleria opaca",NA,NA
"Barleria prionitis","PR(I)",NA
"Barleriola",NA,NA
"Barleriola solanifolia","PR(N)",NA
"Barringtonia",NA,NA
"Barringtonia asiatica","L48(N)PR(I)","native"
"Barringtonia racemosa","L48(N)","native"
"Barringtonia samoensis",NA,NA
"Bartlettia","L48(N)","native"
"Bartlettia scaposa","L48(N)","native"
"Bartlettina",NA,NA
"Bartonia","L48(N)CAN(N)SPM(N)","native"
"Bartonia paniculata","L48(N)CAN(N)SPM(N)","native"
"Bartonia paniculata ssp. iodandra","L48(N)CAN(N)SPM(N)","native"
"Bartonia paniculata ssp. paniculata","L48(N)CAN(N)","native"
"Bartonia texana","L48(N)","native"
"Bartonia verna","L48(N)","native"
"Bartonia virginica","L48(N)CAN(N)SPM(N)","native"
"Bartramia","NA(N)","native"
"Bartramia glauca","NA(N)","native"
"Bartramia halleriana","NA(N)","native"
"Bartramia ithyphylla","NA(N)","native"
"Bartramia microstoma","NA(N)","native"
"Bartramia pomiformis","NA(N)","native"
"Bartramia stricta","NA(N)","native"
"Bartramia subulata","NA(N)","native"
"Bartramidula","NA(N)","native"
"Bartramidula wilsonii","NA(N)","native"
"Bartramiopsis","NA(N)","native"
"Bartramiopsis lescurii","NA(N)","native"
"Bartsia","CAN(N)GL(N)NA(N)","native"
"Bartsia alpina","CAN(N)GL(N)NA(N)","native"
"Basella",NA,NA
"Basella alba","L48(I)HI(I)PR(I)","alien"
"Basiphyllaea","L48(N)","native"
"Basiphyllaea corallicola","L48(N)PR(N)","native"
"Bassia","L48(I,N)CAN(I)","native"
"Bassia americana","L48(N)","native"
"Bassia californica","L48(N)","native"
"Bassia hirsuta","L48(I)","alien"
"Bassia hyssopifolia","L48(I)HI(I)CAN(I)","alien"
"Bassia iranica",NA,NA
"Bassia prostrata","L48(I)","alien"
"Bassia scoparia","L48(I)CAN(I)","alien"
"Bastardia","L48(N)","native"
"Bastardia bivalvis","PR(N)VI(N)",NA
"Bastardia viscosa","L48(N)PR(N)VI(N)","native"
"Bastardia viscosa var. sanctae-crucis","PR(N)VI(N)",NA
"Bastardia viscosa var. viscosa","L48(N)PR(N)VI(N)","native"
"Bastardiopsis",NA,NA
"Bastardiopsis eggersii","PR(N)VI(N)",NA
"Batesimalva","L48(N)","native"
"Batesimalva violacea","L48(N)","native"
"Bathelium","NA(N)","native"
"Bathelium carolinianum","NA(N)","native"
"Bathelium madreporiforme","NA(N)","native"
"Batis","L48(N)","native"
"Batis maritima","L48(N)HI(I)PR(N)VI(N)","native"
"Bauhinia","L48(I,N)","native"
"Bauhinia X blakeana","L48(I)","alien"
"Bauhinia aculeata",NA,NA
"Bauhinia binata","L48(I)","alien"
"Bauhinia carronii",NA,NA
"Bauhinia corymbosa","L48(I)","alien"
"Bauhinia diphylla",NA,NA
"Bauhinia divaricata",NA,NA
"Bauhinia esculenta",NA,NA
"Bauhinia fassoglensis",NA,NA
"Bauhinia forficata",NA,NA
"Bauhinia galpinii","L48(I)PR(I)","alien"
"Bauhinia lunarioides","L48(N)","native"
"Bauhinia macrantha",NA,NA
"Bauhinia monandra","L48(I)HI(I)PR(I)VI(I)","alien"
"Bauhinia multinervia","PR(I)",NA
"Bauhinia pauletia","PR(I)",NA
"Bauhinia petersiana",NA,NA
"Bauhinia petersiana ssp. macrantha",NA,NA
"Bauhinia purpurea","L48(I)PR(I)","alien"
"Bauhinia tomentosa","PR(I)VI(I)",NA
